OlpyplEJ_c_hFxyand_Wxw,"['Szechuan', 'Asian Fusion', 'Chinese', 'Restaurants']"
hbzFgwAaoLpJHCeBPp8njw,"['French', 'Restaurants']"
1dAA6vT55o35XZT3DV4hSA,"['Pizza', 'Restaurants']"
c7pNpJMmvRXBpC_8kj76nA,"['Vietnamese', 'Restaurants']"
ufTc2nAIvTRQDWLRZL4wfw,"['Food', 'Donuts', 'Breakfast & Brunch', 'Bubble Tea', 'Restaurants']"
Y293fHh5SZ0_9BZm4M6BCg,"['Greek', 'Mexican', 'Restaurants']"
SEw0_YFjXtRc1pQ0I5HLCw,"['Thai', 'Chinese', 'Restaurants']"
owGvJscfm-k-rpAH8mEmBg,"['American (New)', 'Restaurants']"
YUV08PQk7Vk96r9Q0b3XAw,"['Burgers', 'Hot Dogs', 'Restaurants']"
yfYDiTZujPksM6rZMgtFRA,"['Delis', 'Sandwiches', 'Restaurants']"
pWPzxPPXN4IqI7RUU_8KKw,"['Food', 'Ethnic Food', 'Specialty Food', 'Japanese', 'Restaurants']"
sywKS0egWKmb9vJr9a_zUA,"['Indian', 'Restaurants']"
2c-wfOepOw-m2U1Bb4bAIA,"['Thai', 'Vietnamese', 'Chinese', 'Restaurants']"
BIprAvpTBXFlRmnTVbrGyg,"['American (Traditional)', 'Restaurants']"
Dvt6FyGkBpcC_RafI8i4cw,"['Restaurants', 'Italian']"
1vIAawRHa5wZ7-qmDS25dQ,"['Wine Bars', 'Bars', 'Cafes', 'Nightlife', 'Restaurants']"
5nddZwZzT7pvC5vBjKRzoA,"['Fast Food', 'Restaurants']"
w30QjAiEH8GsrkQdmTovAQ,"['American (Traditional)', 'Restaurants']"
Dt8RITU4OmTbRaKKlZm_Pg,"['American (New)', 'Food Stands', 'Restaurants']"
YdfOelqCguwnvHxNwlI8Ug,"['Restaurants', 'Italian']"
Yetz4GH7-hlQTOuLJhUTPw,"['Mexican', 'Restaurants']"
XZK4N683_sPkQ2MYyafD3Q,"['American (New)', 'Cafes', 'Restaurants']"
qFL5lY8_Tua2e8LMnd9IRA,"['Cafes', 'Restaurants']"
21d8E4ZgnnnU83OWFrs-Wg,"['Food', 'Delicatessen', 'Restaurants', 'Italian']"
NWtC07BxIqQp76kugbvynA,"['American (New)', 'Restaurants']"
1qgy9kz5TQaTm-9qcoATwg,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
S2kUbhLOVYTRChXSQ7qoNw,"['French', 'Restaurants']"
K26GoGFV6LidUgW7wcacBQ,"['Japanese', 'Chinese', 'Restaurants']"
R732nVMMVi23VhdGIYZxyg,"['Caribbean', 'Restaurants']"
6-IXUWwF8WrDiU4oLJtxEg,"['Cajun/Creole', 'Southern', 'Restaurants']"
5YgXxBUzhf3qh8F8wYSqsA,"['Buffets', 'Chinese', 'Restaurants']"
Yolbffkso5NzevoEdIBEwA,"['Fast Food', 'Sandwiches', 'Restaurants']"
41Lse9Lm8l2ai-txhbQIGQ,"['Sandwiches', 'Restaurants']"
ccC2ecxVEOF4t_kKce6f8Q,"['Fast Food', 'Mexican', 'Restaurants']"
r4VFTmgE_h6n3JnjG-Q-KQ,"['Bars', 'Chinese', 'Szechuan', 'Nightlife', 'Karaoke', 'Restaurants']"
2K9eURgPlFoL2KJkxk5NaQ,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
le1IsRLrTq2Xo78RyFpsnw,"['Sandwiches', 'Restaurants']"
JQzJHLc2LBNYJ2ljTkiuXw,"['Mexican', 'Restaurants']"
RxVwwg9H5YsMlDZLlmxLdQ,"['Cheesesteaks', 'Sandwiches', 'Restaurants']"
Ee-Y-wMNXq9T7ck_U0j42g,"['Pizza', 'Restaurants']"
MUPWRBidG0_EQC9ey4-xKQ,"['Burgers', 'Fast Food', 'Sandwiches', 'Restaurants']"
nbjvSvlIydNtCnw_J0a8ig,"['Seafood', 'Buffets', 'Restaurants']"
cmhI53vn0vg_OvzHRP87Iw,"['Delis', 'Restaurants']"
t9YAo_xN52UWwS3n4pq6OA,"['French', 'Restaurants']"
LbLVO7yqAJGEQ1nK6rEvHA,"['Chinese', 'Restaurants']"
f2PQkagSYmdKKCQgE1fFTA,"['German', 'Restaurants']"
9qDxlEmzsp_-_PTwBu6maw,"['Food', 'Specialty Food', 'Mexican', 'Restaurants']"
R3UFldNkrGqOsDgD_cw6bA,"['Caribbean', 'Hawaiian', 'Restaurants']"
nev4SoEhqXHwhs1hBHcLQA,"['Seafood', 'Restaurants']"
CV4DDFG6tII-ehzaWPXK4g,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants']"
YDk4WsZJYNbkfBQYJS5zGw,"['Cheesesteaks', 'Fast Food', 'Chicken Wings', 'Restaurants']"
Kxp8cIMt3-vxwtCSsL9QKQ,"['American (New)', 'Asian Fusion', 'Chinese', 'Restaurants']"
MOKRIGETEKtfx9RjuapKjg,"['Mexican', 'Tex-Mex', 'Restaurants']"
gWj7jkcHffr6PapiKgLXrw,"['Mexican', 'Restaurants']"
Yvk6VWr6SVg6PG4jIep6rQ,"['Korean', 'Sushi Bars', 'Japanese', 'Restaurants']"
_N6llQ4cPuNcMmKyagRRiA,"['Mexican', 'Restaurants']"
hM-W9v1nnbdemwfcR7SvxQ,"['Mexican', 'Restaurants']"
HDXY5ymbehbAL4HZCqgtMA,"['Bars', 'Turkish', 'Nightlife', 'Lounges', 'Hookah Bars', 'Restaurants']"
14FahioZzo_F5LlscNzcUw,"['Kebab', 'Restaurants']"
Yly8lmMDbqqznWJxpez2hA,"['Restaurants', 'Italian']"
eal7Vfv39cAUVIyiJJ--Jw,"['Indian', 'Restaurants']"
uptdn_hZsuJOCp5WCKJxjQ,"['Burgers', 'Restaurants']"
spGiAj6ZDwjjBL1q6DXQZg,"['Bakeries', 'Food', 'Cafes', 'Restaurants']"
EURL0YpVvUoRoXx6eop4QA,"['Burgers', 'Pizza', 'Sandwiches', 'Restaurants']"
ns2vxJtyMFyf1OuuasdRyQ,"['Mediterranean', 'Restaurants']"
rpjwmrKICOA6BCdZfK7p-w,"['American (Traditional)', 'Restaurants']"
j46-jc_UxQFV1sFnqM9heA,"['Food', 'Bakeries', 'Coffee & Tea', 'Sandwiches', 'Restaurants']"
RmA5zN-Bs89lsTuY6v8W3Q,"['Bars', 'Sushi Bars', 'Nightlife', 'Restaurants']"
ut-kla-EA23nJOij_dcL0Q,"['American (Traditional)', 'Pizza', 'Restaurants']"
D10U9_7yvW3LbejSEfV25w,"['Steakhouses', 'Seafood', 'Restaurants', 'Italian']"
AATvrPqbgZ64dLfqSvNSow,"['Mexican', 'Restaurants']"
bt9J3GgjArWCTfyoa3naEw,"['Bars', 'Wine Bars', 'Nightlife', 'Italian', 'Pizza', 'Restaurants']"
VjzclBdSXmf6uNrD0DG2bg,"['Fast Food', 'Sandwiches', 'Restaurants']"
QLgrFE-dOjOI9zV9Fa8E8A,"['Cafes', 'Mexican', 'Restaurants']"
WuXfCTjqkwKT6tSNonWFVQ,"['Sandwiches', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
Ih1TGSZyu2Q8htn2JA4tIA,"['German', 'Restaurants']"
tpnEAM1bfOpz79Lvf6SmvA,"['Breakfast & Brunch', 'Diners', 'Restaurants']"
AoikM9ZL-0yFdIgVFAvRkQ,"['American (New)', 'Restaurants']"
Me4q6iXSjJyFsfKx-l3kcw,"['Restaurants', 'Italian']"
1ZHozTtv_UhEMscM1tBElw,"['Chinese', 'Restaurants']"
2DDY0JRc8q8PApPEPF-vGQ,"['Seafood', 'American (Traditional)', 'Restaurants']"
ljx5LTH8Ksl_KoyYZlyH8Q,"['Barbeque', 'Restaurants']"
U87W6T9vjwWnp28Zjnn4pQ,"['Food', 'American (Traditional)', 'Breweries', 'Restaurants']"
rFwcTu4ZMlvYHa1F_-Qikg,"['Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants']"
owUZBugX032gYls-gkSwmA,"['Live/Raw Food', 'Vegan', 'Restaurants']"
l9MztjVGVa_jakvMQDjCZw,"['Thai', 'Chinese', 'Restaurants']"
7DLXPGS8l6ofVIUELHpvMw,"['Mexican', 'Restaurants']"
SWSZdo4sBhrcQSmN5e1myg,"['Chinese', 'Restaurants']"
cPqrz0Cy6ZV7GuIAHhujAg,"['Burgers', 'Restaurants']"
Q3ngHERN9V0R1U0WwyBuPQ,['Restaurants']
_mrGYF6uScU24LcwshEqCA,"['Mediterranean', 'Restaurants']"
jAr9BTITW2g_wfI24YQk2g,"['Mexican', 'Restaurants']"
P9z62hMP-QAGQt406dylpA,"['Hot Dogs', 'Mexican', 'Gluten-Free', 'Restaurants']"
cRfn_vMQ9YExuKb378CwjQ,"['Buffets', 'Restaurants']"
994TtJYxB68eSscnCr94qQ,"['Pizza', 'Sandwiches', 'Restaurants']"
r559M46yjrdHMFp2jwaZyw,['Restaurants']
qz4ZOcv-840UjfCEYI4qZg,"['Burgers', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
zvvCrwrr4VGz-D9GtMhDGQ,"['Bakeries', 'Food', 'Cafes', 'Sandwiches', 'Restaurants']"
62EQGCWUVIRixQD_q72V0Q,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
WBMQbW19_xH2zoUjAzIAAQ,"['Fast Food', 'Restaurants']"
NNRUSPcXr3lGpcaaA3-Epw,"['Pizza', 'Restaurants']"
HqX-wW-iRspulgRvE7eLiw,"['Food', 'Live/Raw Food', 'Juice Bars & Smoothies', 'Vegan', 'Restaurants']"
Oe0cxmz0lD9z4FXGWJ1ZZQ,"['Sushi Bars', 'Noodles', 'Restaurants']"
9iaMnKdCQrJA-UPYmDYs7A,"['Tapas Bars', 'Canadian (New)', 'French', 'Restaurants']"
QE-IU_Is1a-3iXacdBWDgA,"['Pizza', 'Restaurants']"
jM5Uw_qD56Dh31NSp-Rc8w,"['Fast Food', 'Japanese', 'Restaurants']"
oxYuyiBzE0S08CIsRoeahw,"['Noodles', 'Restaurants']"
bwaj94niH8eOG5p31IKB6Q,"['Bars', 'Pubs', 'Nightlife', 'American (New)', 'Sports Bars', 'Restaurants']"
n2MTry6EWZKwDxxm9-povQ,"['Sandwiches', 'Restaurants']"
mSqsrgE74mLL_96DFpVsZw,"['Caterers', 'Cafes', 'Event Planning & Services', 'Restaurants']"
ttCWIiHpoiuZX96D2KbNaQ,"['Fast Food', 'Diners', 'Restaurants']"
wI9mQ2PBEQ1r375XzK4rzQ,"['Fast Food', 'Sandwiches', 'Restaurants']"
pVnUE5EeIaIbjXzaH7sLyw,"['Nightlife', 'Gastropubs', 'Beer Gardens', 'Bars', 'Restaurants']"
6hraErARqWHhl51YPb6OGQ,"['Canadian (New)', 'Restaurants']"
EkhrRWzevfFJc8Pm2dVPEA,"['Sushi Bars', 'Japanese', 'Restaurants']"
euQY_AGz4_AYM8HapezQ6w,"['Restaurants', 'Italian']"
jEyv3Z9DzhKZ_ko5SmmJhA,"['Fast Food', 'Restaurants']"
XikYtr6sqjd8a1PpaLIfwg,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']"
PmeN_flCu1DonjP_g90sFw,"['Mexican', 'Restaurants']"
7jXa8V1n5rn-zSdRpzNH5A,"['Chinese', 'Restaurants']"
Esn7lfc9w6KVoX61FsXM3A,"['Mexican', 'Restaurants']"
ivm3ayyeXZotB1U96uoLaQ,"['Creperies', 'Cafes', 'Restaurants']"
Ak6ThDexfSFwoajgOpio8g,"['Food', 'Specialty Food', 'Grocery', 'Southern', 'Restaurants']"
pNqHRWlrbh71zbPZNd7_2g,"['Chinese', 'Restaurants']"
zBrrtMoBUCMSLiy-v7pUfA,"['Bars', 'Salad', 'Wine Bars', 'Nightlife', 'Italian', 'Restaurants']"
flxT4xQdjw8U6R7XlA3IrA,"['Burgers', 'Fast Food', 'Restaurants']"
4z60nK3meSf0w0gYhH2CuA,"['Irish', 'Irish Pub', 'Bars', 'Nightlife', 'Sports Bars', 'Restaurants']"
2uJNnNYUv23qcnpBg4Wy5A,"['Mexican', 'Restaurants']"
ZLMTpar6-f_TgekXpaza6g,"['Pizza', 'Restaurants']"
xL7IUgOfmWVRP6e1o3eGxg,"['Mexican', 'Restaurants']"
NPFVb1O-wRkDEYPtm8wRfw,"['Sushi Bars', 'Restaurants']"
8te-55rm06qO4BSqCYsDNA,"['Thai', 'Asian Fusion', 'Restaurants']"
cyDDwKfTjeJn4pqFE5s-vQ,"['Asian Fusion', 'Restaurants']"
7L42_PAt4eBDT-5LtWaVAg,"['Argentine', 'Canadian (New)', 'Restaurants']"
M0ULEWxyedWZ7iVVF5TEKg,"['Fast Food', 'Restaurants']"
i_UdhZE3WfLOZr2n0usVFw,"['Seafood', 'Sushi Bars', 'Mexican', 'Restaurants']"
YCCDMLcb7UW8G-o_HsWiiA,"['Steakhouses', 'American (New)', 'Restaurants']"
FN8DhpdO4UBnynOzswVCCA,"['Bars', 'American (New)', 'Nightlife', 'Restaurants']"
Af3hZqQznU0Rdym0pBS-Nw,"['Bakeries', 'Food', 'Australian', 'Restaurants']"
ov7YsASN1XDdJL0ntXk6tA,"['Sandwiches', 'Bars', 'Restaurants', 'Sports Bars', 'Nightlife']"
q5kF1NoeT0OFFJi2L6IQow,"['Soul Food', 'Restaurants']"
fboP8gAvPCdW-bnJmDslSg,"['Peruvian', 'Burgers', 'Restaurants']"
OedV_QX8aD7MeLqshhWkCQ,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']"
-j8QAxujZLMh1GVRuMyF1A,"['Bars', 'Brasseries', 'Wine Bars', 'Nightlife', 'Restaurants', 'Italian']"
FPyYoexztOi-I0-uOaUFgA,"['Food', 'Ice Cream & Frozen Yogurt', 'Delis', 'Cafes', 'Restaurants']"
fWG-xTn0oHEVry2vOqaHog,"['Burgers', 'Mexican', 'Restaurants']"
31sKikG8V3IQL3e2SQxHAA,"['Burgers', 'Poutineries', 'Sandwiches', 'Restaurants']"
-M64wmNpuKLB0jCWx0pj7Q,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']"
XyDCP9ah_4gRUfPKrtsItw,"['Bars', 'Restaurants', 'Nightlife', 'Italian']"
CNaWMRD7iDM7p6pIxm1SAQ,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants']"
-VCu_1_Ez4Q6tu0DrH6roA,"['Bars', 'Restaurants', 'Nightlife', 'Tex-Mex']"
Fw95xLMdwO9LoOtbBThr9w,"['Restaurants', 'Italian']"
UBq0EyWQe42H0lrq0PXXqQ,"['Fast Food', 'Hot Dogs', 'Sandwiches', 'Restaurants']"
Zpl8mUrhJJizHHOhbP4bxQ,"['Mexican', 'Restaurants']"
XtQgLRofbvrivJyinGZtkQ,"['Fast Food', 'Mexican', 'Restaurants']"
en2O4AiS0NDZ1AHgzYKzBA,"['Southern', 'Sandwiches', 'Barbeque', 'Restaurants']"
UDlAc_lP-I0ITMoMZWHP3g,"['Middle Eastern', 'Halal', 'Restaurants']"
uqisw8IXD5ZutU4MT2MQVw,"['Bars', 'Japanese', 'Asian Fusion', 'Nightlife', 'Lounges', 'Restaurants']"
pfTvVee_dAieMqoeomVtTg,"['Burgers', 'Restaurants']"
fwcoLKfZYMH6nZbAaeD6sw,"['American (New)', 'Restaurants']"
dRas-lkshHzfN3kY8chwcA,"['Food', 'Beer, Wine & Spirits', 'Steakhouses', 'Diners', 'Restaurants']"
htMf9hWX1cHscJOipXmjCA,"['Burgers', 'Sandwiches', 'Restaurants']"
Y-nNW_joFc2tGxixe1KGJA,"['Arts & Entertainment', 'Art Galleries', 'Shopping', 'Arts & Crafts', 'Cafes', 'Framing', 'Restaurants']"
Gtcq8csNOko-L7iSwMLVqA,"['Vegetarian', 'Gluten-Free', 'Restaurants']"
tbn9K8MHVQoraGnlRNoaCg,"['Chinese', 'Restaurants']"
ziMWTTne8l4UnQs2vXfjIA,"['Delis', 'Restaurants']"
w9t58m2lBLXfaJ-geQbPVQ,"['Chinese', 'Restaurants']"
gHBf6Ve-jxMBZQE3Z1mviQ,"['American (New)', 'Restaurants']"
cBCi1bNWhcHMY4Bo8SbzAQ,"['Cafes', 'Restaurants']"
DwDevYoc3c69VNSMuPfSsQ,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
LtdVdYhs7MAwwTBuHhdsFQ,"['Fast Food', 'Chinese', 'Restaurants']"
Mda35TZ2MZCKZbx6dD_UAg,"['Food', 'Bakeries', 'Coffee & Tea', 'Sandwiches', 'Restaurants']"
rswzmPzm264gwu-atRnmQg,"['Mexican', 'Restaurants']"
MH7FX9S88Kl1TyXUSl4U7g,"['Thai', 'Restaurants']"
7P6fSrKlh24rQ8ta3L0sOw,"['French', 'Restaurants']"
1621ir5mjVgbHwxCbMAEjg,"['Thai', 'Restaurants']"
17BG9tz-YY01kuPiaiNgpg,"['Ethiopian', 'Restaurants']"
m8ThpESfCykqMqnwJ-uKPw,"['Vietnamese', 'Restaurants']"
nA4oBEtQ9e85aBnfzB63wA,"['Restaurants', 'Italian']"
4uuUxywiTmzzOHxRrcxZLQ,"['Fast Food', 'Chinese', 'Restaurants']"
kcX2_M5YoM6-SqVKMzPceA,"['Breakfast & Brunch', 'Restaurants']"
Ap6gsHZAT_ALSmBg2Zut3Q,"['Greek', 'Vegetarian', 'Mediterranean', 'Middle Eastern', 'Restaurants']"
sbAkrBIVXuQG1U8e2wyhqQ,"['Pizza', 'Gluten-Free', 'Restaurants']"
-_Ke8q969OAwEE_-U0qUjw,"['Food', 'Beer, Wine & Spirits', 'Restaurants']"
dXezFE77X4sQyqGBMbeECg,"['Greek', 'Mediterranean', 'Restaurants']"
6OlobuFnApFPexjy1WSlGA,"['Food', 'Grocery', 'Laotian', 'Thai', 'Restaurants']"
po5FyERB4lUZNnBIwnhFlg,"['American (Traditional)', 'Fast Food', 'Restaurants']"
0sGhloiZf62hF_OTaahS1A,"['Sandwiches', 'Restaurants']"
_xmJB767rROtAy6XepMlkQ,"['Breakfast & Brunch', 'American (Traditional)', 'Buffets', 'Restaurants']"
8IOXc_cmXgJs8UcprpHlgQ,"['Korean', 'Sushi Bars', 'Barbeque', 'Restaurants']"
llOSbC5gBYOypx7RoSD_wA,"['Fast Food', 'Sandwiches', 'Restaurants']"
S2VFlZGFw4783Q221D0obA,"['Bars', 'Restaurants', 'Cocktail Bars', 'Nightlife', 'Italian']"
8RYf6xuRZDTyvX59eTAydw,"['Fast Food', 'Hot Dogs', 'Sandwiches', 'Restaurants']"
A0tz5rsGfK4BnN70PqLI4A,"['Burgers', 'Breakfast & Brunch', 'Sandwiches', 'Restaurants']"
MSePTzl6B8boCt2I3hgkMA,"['Nightlife', 'Bars', 'Tex-Mex', 'Sports Bars', 'Restaurants']"
pXZtlGpKm-AHLPjD-reuIw,"['Middle Eastern', 'Restaurants']"
tTDN1cImDJ-0cijfKLzHVA,"['Food', 'Specialty Food', 'Delis', 'Pasta Shops', 'Restaurants']"
ZpB2O-WAbbRHdP0V8GrwXA,"['Vegetarian', 'American (New)', 'Gluten-Free', 'Restaurants']"
H1TpKMkMwPaHML5TY9OKlQ,"['Nightlife', 'Bars', 'American (New)', 'Sports Bars', 'Restaurants']"
vh9keka6y4aG-RjIqig6Dg,"['Bars', 'Nightlife', 'British', 'Restaurants']"
4CC4J_bepXOiWVS4CVN6NA,"['Wine Bars', 'Bars', 'Cafes', 'Nightlife', 'Restaurants']"
KdDHF8nFUVvR2pBN5ruGFg,"['American (New)', 'Restaurants']"
LfK0qOGUceSWoEJBfDtpUA,"['Fast Food', 'Restaurants']"
BKSfpb_FNv5ZRUvBl2tqqg,"['Burgers', 'Restaurants']"
fpt26V0LGWkvfp5N-zJqLg,"['French', 'Restaurants']"
JShpcX_oSkA0aXINpsPGQQ,"['Japanese', 'Chinese', 'Restaurants']"
rpSKQ-pHcRxKCNuhoEZ2iw,"['Bars', 'Beer Garden', 'German', 'Pubs', 'Nightlife', 'Restaurants']"
I2_yeLfTzXHGwi8an0tL4w,"['Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants']"
R9uAC0qIVMDQ8mEtwY2ZYg,"['Bistros', 'Mediterranean', 'French', 'Restaurants']"
QMsUey4Xi1VfHkwbI8YxdQ,"['Sushi Bars', 'Japanese', 'Restaurants']"
i1GWM0MKxF3V5jveyCks7A,"['Mexican', 'Restaurants']"
FpIG-P9X9N1na7PXG6E7ig,"['Fast Food', 'Mexican', 'Restaurants']"
vGVxER6H_1Vl21Kd8vkcpA,"['Greek', 'Restaurants']"
b4mnB0Ck6gp4VeSM44kQCA,"['Chinese', 'Restaurants']"
9hF1vOOkT-OMVhYwPCxtcw,"['Diners', 'Restaurants']"
PWwvKVnY5YYm9lzMCf88zg,"['Burgers', 'American (Traditional)', 'Diners', 'Restaurants']"
HRr72Nty5HsLaAWPARLslQ,"['American (Traditional)', 'Pizza', 'Restaurants']"
Bw8VMPnOdc5yezmy5VtCuQ,"['Korean', 'Thai', 'Restaurants']"
YlznKuAxnd7j3QfXFzoIog,"['Bars', 'Burgers', 'Sandwiches', 'Nightlife', 'Sports Bars', 'Restaurants']"
SWl5NAa53syLN8JnUesRUg,"['Bars', 'American (Traditional)', 'Nightlife', 'Lounges', 'Restaurants']"
x_S72g72or0n_B8XeznS3A,"['Barbeque', 'Restaurants']"
p-XHwkLMmF48JUulecN1sA,"['Gastropubs', 'British', 'Restaurants']"
uwfAVezqBwKwGWhUzw52GA,"['Restaurants', 'Italian']"
QCYqfdsvtQwflNwltHvLlA,"['Pizza', 'Salad', 'Restaurants']"
ZRGf2xsGIUw1pWmE7qc87Q,"['Burgers', 'American (Traditional)', 'Chicken Wings', 'Restaurants']"
1rjOg5oc2Mic0ssqj2ex7A,"['Mexican', 'Restaurants']"
6aL56OOjoKmYlCkdfQcIMQ,"['Pizza', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
tIsBI_hPzPTpESa1nqSS3w,"['Vegetarian', 'Vegan', 'Restaurants']"
6imLt53br7SJ3av07jjH7w,"['Bars', 'Pizza', 'Nightlife', 'Lounges', 'Restaurants']"
s8cHXeSlX_aPI2x49UkCCg,"['Mexican', 'Restaurants']"
hYDLAZBDpbSKtTyFrnVv_A,"['Cafes', 'Sandwiches', 'Restaurants']"
LxUL7mZjMbVX9ZBSyyKWmw,"['Nightlife', 'Breakfast & Brunch', 'American (Traditional)', 'Bars', 'Restaurants']"
BDDILH4fW5F-r0plzXKcHQ,"['Breakfast & Brunch', 'Diners', 'Restaurants']"
cPmbPQepAatet3QMUZaSeg,"['Burgers', 'Restaurants']"
_Lib9F27TqM4mD-_r6J9YQ,"['Restaurants', 'Pizza', 'Italian']"
F8I4nmpQzbNPE9cG7-kfjQ,"['Modern European', 'Restaurants']"
BLTrjqOHhtg6yYk8ObeAxQ,"['Vegetarian', 'American (New)', 'Salad', 'Restaurants']"
5KF3AmuVuaNQVD-R7JGDpA,"['Vietnamese', 'Chinese', 'Restaurants']"
4h8_u6Fqm3JvUEq8ctWf-A,"['Steakhouses', 'Restaurants']"
KOcpqmdsG5yRQZtJenIxBA,"['Restaurants', 'Italian']"
vW4G1hwiW6LkuhAfbeRfqg,"['Food', 'Coffee & Tea', 'Breakfast & Brunch', 'French', 'Restaurants']"
XDRcYU48w79v_U9kwPNC-Q,"['Barbeque', 'Restaurants']"
VWcaFOSFcDwmFquycBzFyQ,"['Italian', 'Pizza', 'Sandwiches', 'Restaurants']"
ud_ij4Bj8Y_HGxi3fliIAg,"['American (Traditional)', 'Restaurants']"
oQFOFDa4YYZDZ7tN3ILlyQ,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
eqbpaxfx2DHhG-cj9L8tVg,"['Bars', 'Salad', 'Wine Bars', 'Nightlife', 'American (New)', 'Restaurants']"
PYakztm6n5vVjVNaQmBoRw,"['Caribbean', 'Restaurants']"
Dhtdds7WR_h7W1FrcdW3uA,"['Restaurants', 'Italian']"
g2PKag7H4R7Wnc36nodBwQ,"['Food', 'Fast Food', 'Mexican', 'Food Trucks', 'Restaurants']"
48Qg18SR0flit8fAvHAcvQ,"['Latin American', 'Restaurants']"
_RkvdDlzEFSRnGMrTRkVYA,"['Restaurants', 'Italian']"
A5MadrE5Dd_usQUEKmW5pg,"['Food', 'Chinese', 'Food Trucks', 'Restaurants']"
EdLw8Zx6ruzOVlvrEJsqJw,"['Burgers', 'American (Traditional)', 'Hot Dogs', 'Restaurants']"
wUXgP7ovSS3p-6k2vLwAdA,"['Sushi Bars', 'Japanese', 'Restaurants']"
FL84u0hLmcXN7A-cg9I9_Q,"['Chinese', 'Restaurants']"
Mh85-BDqDHlngT8G2ZnRWg,"['Pizza', 'Restaurants']"
rKKKwK521j5TdtyG4JOi4Q,"['Chinese', 'Restaurants']"
Vi9dFbRNDO8BzXJuCdVufg,['Restaurants']
QozXMHqNzkVutP-FhcP30w,"['Cajun/Creole', 'American (New)', 'Restaurants']"
_INaOLXnLK4cvX32CowuKw,"['Italian', 'Pizza', 'Restaurants']"
Whr9asKcdtWCH5etpRy4Nw,"['American (Traditional)', 'Restaurants']"
-7ThHN3ESsJ4UUjE6IfpYw,"['Bakeries', 'Food', 'Indian', 'Restaurants']"
fF6m3qsD5blnwuZRuYhzWg,"['Mexican', 'Restaurants']"
cXpQJiyJirHfnbbFscPmhw,"['Cafes', 'British', 'Restaurants']"
iOITnizWLD3NlKxRtZd5AA,"['Mexican', 'Restaurants']"
e2zI0OMvlUdL82Z0uQHNiQ,"['Thai', 'Japanese', 'Restaurants']"
VDRhqZIVL8rFLe_6UEID3g,"['Fast Food', 'Sandwiches', 'Restaurants']"
NITVSI02lVfCujdwKw-w4Q,"['Diners', 'Restaurants']"
wyqouyZTP2qtLs0sdQJSOg,"['Bakeries', 'Food', 'Breakfast & Brunch', 'Cafes', 'Restaurants']"
DfA7H9rpwTXJ_3GOOBqNZg,"['Food', 'Sandwiches', 'Bagels', 'Breakfast & Brunch', 'Restaurants']"
ohYiJtbID3GnMmIhej2-Pg,"['Mexican', 'Restaurants']"
83nWnjqWcvJCQ49IHwNh1Q,"['Pizza', 'Restaurants']"
gpdBiTU4FWxBz4sAb9UW3g,"['American (New)', 'Southern', 'Restaurants']"
l3xGrro6IPIrlXB9bAbijQ,"['Sandwiches', 'American (New)', 'Chicken Wings', 'Restaurants']"
mmET_2OZTfcI1VDJRMpEkA,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']"
P3TFaom0CAdyAh9l8LwhtQ,"['Food Court', 'Chinese', 'Restaurants']"
byyudwJFYCcxK-s2Q7vgYA,"['Buffets', 'Restaurants']"
dRvMxzM4mNdyLlVOqUzG1w,"['Food', 'Burgers', 'Hot Dogs', 'Desserts', 'Restaurants']"
bbd0caaIBMJH6tHDjevQKg,"['Bars', 'American (Traditional)', 'Southern', 'Nightlife', 'Restaurants']"
5Wane3JNVMI9H_J2nupSWw,"['Cafes', 'Sandwiches', 'Restaurants']"
I_Zobc5TXNMAl9PxasrUcA,"['German', 'Restaurants']"
FBuNLiL2KILEQ9e8SbNWPw,"['Sandwiches', 'Restaurants']"
T_FMm8BNUIfUOhE-ScV15w,"['Barbeque', 'Restaurants']"
3DCjixw25ebL2_sAvNUBUg,"['Chinese', 'Restaurants']"
QGw_5fnMs3lCXIAS4RpyYw,"['Bars', 'American (Traditional)', 'Pubs', 'Comfort Food', 'Nightlife', 'Restaurants']"
CR9v7-hJAUi1E1MePCCCeg,"['Seafood', 'Steakhouses', 'Restaurants']"
vbIgxwyyTq03158xRvnfuQ,"['Burgers', 'Pizza', 'American (New)', 'Restaurants']"
nGRwQoNA5CT520hZmDuCDQ,"['American (New)', 'Restaurants']"
