OlpyplEJ_c_hFxyand_Wxw,"['Szechuan', 'Asian Fusion', 'Chinese', 'Restaurants']"
5dO1hAptK5fOkQFo374mKA,"['Chinese', 'Restaurants']"
q28CkzJaV5yKPXysY8xewA,"['Buffets', 'Japanese', 'Chinese', 'Restaurants']"
z3iB2QZL7v9dF3nnH6VM0Q,"['Chinese', 'Restaurants']"
u0Z0OwRYbwknE5Pr_CJhnw,"['Chinese', 'Restaurants']"
VkdrMK6pnVn1unYg94Tsdw,"['Dim Sum', 'Chinese', 'Restaurants']"
Ncb_n30Bn-gfl7WeYPXq2w,"['Chinese', 'Restaurants']"
mahnOAHotFXnooJDFM8heg,"['Chinese', 'Restaurants']"
02sOq3KVhvbOzFFmkC4Qtw,"['Sushi Bars', 'Chinese', 'Restaurants']"
OQGeybsxHdRWbPZ__BYVpQ,"['Chinese', 'Restaurants']"
6UqTTEns7f6BU0Q1qlGFOA,"['Szechuan', 'Chinese', 'Restaurants']"
zAFXOBZAjszohPAy19QjBg,"['Fast Food', 'Chinese', 'Restaurants']"
lVt4VNFu7hDc3SNxusfjIw,"['Chinese', 'Restaurants']"
A3kBLNvYCO_saEGGXrWdZA,"['Chinese', 'Restaurants']"
NQQ6Kc9NdyrIujz0s0-Ebg,"['Chinese', 'Restaurants']"
s4Ki8L-zutVJexVSnFlP-Q,"['Thai', 'Cantonese', 'Halal', 'Chinese', 'Restaurants']"
dn5OvhtIMbSss8Gm47MSIQ,"['Chinese', 'Restaurants']"
iRS9SBAAMZ_ByqOYBxQ7LA,"['Chicken Shop', 'Singaporean', 'Chinese', 'Restaurants']"
rYw9aNaG4WOM_zCm7wnzxA,"['Seafood', 'Hawaiian', 'Chinese', 'Restaurants']"
EMuUOIrtNJsPmNc8uudyoA,"['Fast Food', 'Chinese', 'Restaurants']"
xX9Uzzc4Q_1qQVarlbUlUQ,"['Thai', 'Vietnamese', 'Chinese', 'Restaurants']"
HVuATnPVpLjUUTjHuYkzTA,"['Chinese', 'Restaurants']"
0SQmfh7ppX3HnYx9SxmReA,"['Fast Food', 'Chinese', 'Restaurants']"
taMVl2KSfMqbInCrBUvJsg,"['Fast Food', 'Chinese', 'Restaurants']"
JJ2bjlV6n46-1I4_aFq94w,"['Fast Food', 'Chinese', 'Restaurants']"
rffwxi_9qxrp20sHtEAopA,"['Thai', 'Japanese', 'Chinese', 'Restaurants']"
GVaaRfCXGBZeypTL8GNJlw,"['Chinese', 'Restaurants']"
TvcEDOBqkQM1kiTLrk0l-g,"['Chinese', 'Restaurants']"
lAGDe38li38fyf971CslFg,"['Chinese', 'Restaurants']"
N93dXcSjPnkbcus8q7U41A,"['Thai', 'Vietnamese', 'Chinese', 'Restaurants']"
w9KqxBvoNvxbbgFF4H30lA,"['Fast Food', 'Chinese', 'Restaurants']"
AWLrBBkovnoJxhOglCygXw,"['Chinese', 'Restaurants']"
RhuMVpo6iqdE8PBv0HcX5w,"['American (Traditional)', 'Chinese', 'Restaurants']"
vU4gIa-uid3K_Oc9dZiclQ,"['Chinese', 'Restaurants']"
TFXi2C_O5FYLoVXEANJC8A,"['Chinese', 'Restaurants']"
VnTREYYq-cquQ3f2re8iBg,"['Chinese', 'Restaurants']"
lCe08q_wqyDVZyjA-V0voQ,"['Chinese', 'Restaurants']"
4MWD2Ka5riz9nu80NOqUkQ,"['Fast Food', 'Chinese', 'Restaurants']"
k2k0TuuoFS6YmSddFz2Caw,"['Fast Food', 'Chinese', 'Restaurants']"
bVjfqkvS86p8sp8WZ2kW_w,"['Asian Fusion', 'Chinese', 'Restaurants']"
IdZw9pdLAnNQWrAIbDL_Zw,"['Chinese', 'Restaurants']"
-7Pwuxq7C04iKBiE6haISQ,"['Chinese', 'Restaurants']"
QY8CBhPwv6dE4onjhj6MDg,"['Vegetarian', 'Chinese', 'Vegan', 'Restaurants']"
5Qa1bKl5BeXOC_6kZV7nBw,"['Chinese', 'Restaurants']"
yk9R3XBW6-zqrS3VIhkLFQ,"['Chinese', 'Restaurants']"
Vkm6ZWlPhIioFk6xiypSjg,"['Chinese', 'Restaurants']"
N6MBSO8JaSat-oplqm9_0w,"['Chinese', 'Restaurants']"
XY_vRB1QTqo86sGALFLjAw,"['Buffets', 'Chinese', 'Restaurants']"
Fs9fs_vX4PppqJvEkfr0BQ,"['Asian Fusion', 'Chinese', 'Restaurants']"
kDz4lAf5KdftESXeBHJthQ,"['Chinese', 'Restaurants']"
Wg_mT_9_tLbsLfzTtnOBqA,"['Seafood', 'Chinese', 'Restaurants']"
cPNU25b39eLLlJqaUr_0EQ,"['Chinese', 'Restaurants']"
Src_MVEcsNPe8vDp4lHkXg,"['Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
oTbX18g48jcf9h-max38oQ,"['Chinese', 'Restaurants']"
zEqHsS91hOcNTXtm70qQ4w,"['Chinese', 'Restaurants']"
3pJeHzOtpo2iiM-z94SWCA,"['Buffets', 'Chinese', 'Restaurants']"
bi7VIc7INLhKaYZqBJR_8Q,"['Chinese', 'Restaurants']"
aJXTOpOX9M81YkS4LnWXqQ,"['Chinese', 'Restaurants']"
KX0lAr0yRfcs7DkLRudIcg,"['Chinese', 'Restaurants']"
PNrOTfMmE0CJFV9YwSLzYw,"['Chinese', 'Restaurants']"
yGaCgrXWqfKTBFA1a4lzOA,"['Fast Food', 'Chinese', 'Restaurants']"
_SbBztPWznTFKG8l-fMJEQ,"['Chinese', 'Restaurants']"
GflrKU14UDeenaHCTN7xOw,"['Chinese', 'Restaurants']"
nhpLx30hczfEsSXCTPy4tg,"['Chinese', 'Restaurants']"
YhBJajLay4nmbOqGsn_6aA,"['Chinese', 'Restaurants']"
dGMoe8W5ceZGkqPakfzJaA,"['Chinese', 'Restaurants']"
6zZ559HDh56YjjrQgjCKQQ,"['Fast Food', 'Chinese', 'Restaurants']"
ZTo1mnGmJii21VTHmp5zig,"['Chinese', 'Restaurants']"
45wKKB8lD5c-wJtTyd7C8w,"['Asian Fusion', 'Cantonese', 'Chinese', 'Filipino', 'Restaurants']"
Lnohr9bpCbHNsomazXDg-w,"['Mexican', 'Chinese', 'Restaurants']"
YXuvFMtygHPFEOEXgRtgLQ,"['Chinese', 'Restaurants']"
DyEYiC7VAntyjZ6d89JGZg,"['Chinese', 'Restaurants']"
uhPXsYt-6nAzYcUoo2InFg,"['Asian Fusion', 'Chinese', 'Restaurants']"
4Z8bwChEOIKwG-84b2PbjQ,"['Chinese', 'Restaurants']"
iZR96moKSAWYROyL5-qeuQ,"['Bars', 'Nightlife', 'Chinese', 'Restaurants']"
q5WYH27RJoNt_yFLNXIThw,"['Thai', 'Chinese', 'Restaurants']"
G3hMVTjhWdv205MbsQX-6g,"['Arts & Entertainment', 'Shopping', 'Chinese', 'Art Galleries', 'Caterers', 'Event Planning & Services', 'Cantonese', 'Restaurants']"
NQZVwiPQ6k1JkPAqPlXL5w,"['Fast Food', 'Chicken Wings', 'Chinese', 'Restaurants']"
tRmTGJj4I8ouHX_i9WKXoQ,"['Fast Food', 'Chinese', 'Restaurants']"
xmbcKrf_at21psoEW7wM0w,"['Chinese', 'Restaurants']"
PCESBlDd51uP3GoI3w0bww,"['Chinese', 'Restaurants']"
67oRgdO1owNfRsY2viJung,"['Chinese', 'Restaurants']"
i2FTNyZ0BHgTF8vcM4ypjg,"['Taiwanese', 'Chinese', 'Restaurants']"
kMxDh5UMeGXg30MvUN1-nA,"['Buffets', 'Chinese', 'Restaurants']"
e-eqwMPMDXPYSdwkQbYhSw,"['Chinese', 'Restaurants']"
v4VW2kQ9Z__wBxD6l_mCHA,"['Chinese', 'Restaurants']"
0UyVyPKOhQNwqQO1hc8_6Q,"['Chinese', 'Restaurants']"
bl9N61Xpu6JAN-mk8qr5ow,"['Chinese', 'Restaurants']"
sTSdD5i3Pmi_LoV5JndCaA,"['Chinese', 'Restaurants']"
nE-qMmKkYEuT0onFTLDFtg,"['Buffets', 'Chinese', 'Restaurants']"
RKI9xvPSuI6mWXMjfdnjXw,"['Chinese', 'Restaurants']"
MwiPsztuRvXR7vaEOamJqg,"['Fast Food', 'Chinese', 'Restaurants']"
6GcKYcihd0psn7qY_bHMgQ,"['Chinese', 'Restaurants']"
N41XZ8H_sNXvQv6obZuvsA,"['Food', 'Bubble Tea', 'Thai', 'Chinese', 'Restaurants']"
diL_xjhgiG607ux1nC0xaA,"['Chinese', 'Restaurants']"
QOWcZPFc0RhErUcNGxT-3w,"['Chinese', 'Restaurants']"
QOGBsXBtVlh594slkrksfg,"['Chinese', 'Restaurants']"
i-tKO0n-1Tq6sTFUrhg9-Q,"['Chinese', 'Restaurants']"
1SFM-hfzxAtQJVEQMJZd9A,"['Chinese', 'Restaurants']"
UoAiH8IhkkEtu6JeZVZKtA,"['Szechuan', 'Cantonese', 'Chinese', 'Restaurants']"
y_zobINm23FwJHtYsjYLvg,"['Thai', 'Asian Fusion', 'Chinese', 'Restaurants']"
QxlFJYRYJoeDoF82XDyLxw,"['Chinese', 'Restaurants']"
v1ocqAm5soWTNPttLQhSZw,"['Chinese', 'Restaurants']"
Xo9a2Vm83Fao6MpprxWcKw,"['Fast Food', 'Chinese', 'Restaurants']"
0jrqXBr8UJjlG23yJevGbg,"['Chinese', 'Restaurants']"
6HlFWKFchmeZgkZ2G-qEMQ,"['Chinese', 'Restaurants']"
ZZtEx_UutNxz9B5knTL4tQ,"['Thai', 'Chinese', 'Restaurants']"
6FZ8lGPu5QkylrF8q8J3jQ,"['Chinese', 'Restaurants']"
-Lhy7f1zlTNr08lBiWb_Wg,"['Thai', 'Vietnamese', 'Chinese', 'Restaurants']"
7CaloxQ9D8-rRh0OPdGR3A,"['Seafood', 'Chinese', 'Restaurants']"
MkDTaYABHF2chHTIjCirBA,"['Buffets', 'Japanese', 'Chinese', 'Restaurants']"
qrapwnls-3IMg-iaXhkQKw,"['Chinese', 'Restaurants']"
pwsPmCKDMJQ9jTpdQFjFTA,"['Food', 'Donuts', 'Chinese', 'Restaurants']"
y57fGaa2bsZo9Tb3-oFTpQ,"['Chinese', 'Restaurants']"
cjDyMGsPQGWLjA8hedZZ7w,"['Sushi Bars', 'Chinese', 'Restaurants']"
AvC6wcZ_BJFqLP3KtnU1Yw,"['Chinese', 'Restaurants']"
5umhAoolDqO-M3w-VvSQZg,"['Chinese', 'Restaurants']"
0cYQCqowcrW8-olV2C7ZiA,"['Chinese', 'Restaurants']"
zxqvU415r_RtZRKDtdbIKQ,"['Chinese', 'Restaurants']"
FF5ztq7j7RWGIhpw1XB1zg,"['Chinese', 'Restaurants']"
OMjskFVMEpwkYDdUtvFAmQ,"['Thai', 'Asian Fusion', 'Chinese', 'Restaurants']"
QsvRjgQacMMFf8dit7qqDw,"['Chinese', 'Restaurants']"
GDmDuA11pKCRYmLa_vOe3Q,"['Chinese', 'Restaurants']"
PGkKmZIK_tCMbLPy1BRwMg,"['Chinese', 'Restaurants']"
WxLMUX59m6sSszVNLnHDEw,"['Buffets', 'Chinese', 'Restaurants']"
GBN0-wo_cHLnC_pwoOTIFQ,"['Thai', 'Vietnamese', 'Chinese', 'Restaurants']"
93hEDkF4CU3z-og0f4hLRQ,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
nlNZa58blJ7YXW2rPxTU_A,"['Chinese', 'Restaurants']"
hVSuSlR4uYNnap2LU-6Tcg,"['Seafood', 'Dim Sum', 'Chinese', 'Restaurants']"
Ay2cEc9paaRvbE_vgQTAFA,"['Chinese', 'Restaurants']"
Fb4iTDjDDgtz3ht-SfZ9mw,"['Chinese', 'Restaurants']"
WN-cvQpxRoqkcAg50fJaPw,"['Chinese', 'Restaurants']"
cZrib6eM8ntrchiu5CMoAg,"['Chinese', 'Restaurants']"
xYNB5S8sdUkjoR6Dj_Q4SA,"['Buffets', 'Chinese', 'Restaurants']"
cxkzJcPI7KOANWYZM5AcWQ,"['Chinese', 'Restaurants']"
En4UyDiGgmQuWq__50RAgA,"['Buffets', 'Chinese', 'Restaurants']"
TqVjy0dxvNh51BF9KePCoQ,"['Thai', 'Chinese', 'Restaurants']"
6Q7Wi50KDTDcVaHTNw2OGw,"['Sushi Bars', 'Buffets', 'Chinese', 'Restaurants']"
84e1x75ELu5NpCTV2iNidA,"['Chinese', 'Restaurants']"
xjhTIReOwG4PtdR4hQexcg,"['Chinese', 'Restaurants']"
u_xD7-AhxnhDz3lpTYCMhA,"['Chinese', 'Restaurants']"
s-cFWOk9LXXZCrm4lKpjEg,"['Chinese', 'Restaurants']"
uEv5oBGUSSiuLqSbbHQQ8A,"['Sushi Bars', 'Chinese', 'Restaurants']"
aqD66Sve2mE4cq021LWQmA,"['Kosher', 'American (Traditional)', 'Chinese', 'Restaurants']"
ZVrfWy0ho5rU6Z4hC94SFw,"['Noodles', 'Chinese', 'Restaurants']"
_rDnmGhZR0T-aB2QlsG6fA,"['Chinese', 'Restaurants']"
lbECi2rbJPZWzHdmrC9xAA,"['Chinese', 'Restaurants']"
p9oV41uMR7K8S-B_j1iuxA,"['Food', 'Japanese', 'Chinese', 'Restaurants']"
s2-waYR5o7AZTNHeQVWRcA,"['Thai', 'Chinese', 'Restaurants']"
5p3Tqyp19UowO0-dAFvxMw,"['Buffets', 'Chinese', 'Restaurants']"
QDSglFL1gBvUqZk8XPSbPg,"['Chinese', 'Restaurants']"
9HpTTSPwuh_lp2dCLiGswg,"['Hot Pot', 'Mongolian', 'Chinese', 'Restaurants']"
5w5u6orxarBO1NBOTYiYXQ,"['Chinese', 'Restaurants']"
nH4CEJwrRXPxhfdL2pz3MA,"['Chinese', 'Restaurants']"
Z_AF7hMunongLQ0XZPNaRg,"['Vegetarian', 'Vegan', 'Chinese', 'Restaurants']"
Sb3xeEYG-uEEWcWqsLTZUA,"['Chinese', 'Restaurants']"
cXpMb3aCwMUsWikcXL7qJQ,"['Dim Sum', 'Chinese', 'Restaurants']"
LkPOyUOLFDKcQN7j7es3qg,"['Chinese', 'Restaurants']"
0LLaVEXjtW0aW0FzU9uRoA,"['Chinese', 'Restaurants']"
si8CU5aavaqWeQ-HPCyB5A,"['Thai', 'Vietnamese', 'Chinese', 'Restaurants']"
mrbfnIXD5U4pMxuZgKedOw,"['Chinese', 'Restaurants']"
sK9e17SKwuxiympYC4_Biw,"['Chinese', 'Restaurants']"
3zhQAE8jB3PAgDoL1FjNfw,"['Shanghainese', 'Szechuan', 'Dim Sum', 'Chinese', 'Restaurants']"
H2eCY4wIIudy5C0BW5Y3ZQ,"['Thai', 'Chinese', 'Restaurants']"
Oz5wP5rjUh00RMrvsKcg_A,"['Cantonese', 'Buffets', 'Asian Fusion', 'Chinese', 'Restaurants']"
t71EHQpKDu_fQ-NsHz9uzw,"['Chinese', 'Restaurants']"
LH6aLuXW3yShrn_pzrVe8g,"['Bars', 'Chinese', 'Food', 'Beer, Wine & Spirits', 'Nightlife', 'Restaurants']"
YT24A9v2tZkxQNdu0v365A,"['Chinese', 'Restaurants']"
XbVqzUHS3c9FhG4lI13c3Q,"['Vietnamese', 'Chinese', 'Restaurants']"
vjxd7vjfWYy2hg2EAOQVuA,"['Thai', 'Chinese', 'Restaurants']"
RjavzMXChoFWdsIZnfs5YQ,"['Noodles', 'Chinese', 'Restaurants']"
40xXIs_WIOvrhtbS7QJ1ZQ,"['Bars', 'Restaurants', 'Sports Bars', 'Chinese', 'Nightlife']"
7urQrSzJ70zKeVnrbRgGKQ,"['Chinese', 'Restaurants']"
lmPFH4eyowWiX5Q1ttf7gw,"['Food', 'Coffee & Tea', 'Chinese', 'Restaurants']"
z-5F-tlpAUci4obI3Gl2ow,"['Buffets', 'Chinese', 'Restaurants']"
Mcwft6N1utcgRIanFEbJiA,"['Chinese', 'Restaurants']"
eZ5bRX8Et83RKG2RkbTajQ,"['Asian Fusion', 'Wok', 'Chinese', 'Restaurants']"
ywbedaAD0n5kP-f4dwAdeA,"['Chinese', 'Restaurants']"
m9k4BhXgNTBTguxvLNUaEg,"['Chinese', 'Restaurants']"
507GX11jtCsVYlzaur05_w,"['Chinese', 'Restaurants']"
2POJy5LcLySLgkAxb4K54w,"['Chinese', 'Restaurants']"
9hf_gSaDn3cdLsE6vTsUfw,"['Chinese', 'Restaurants']"
4Z0yY5T8Sm151GhHclj_ZQ,"['Chinese', 'Restaurants']"
msMM-KjV9g5xfPkWdp_xLw,"['Chinese', 'Restaurants']"
WrTs9iNJaxWzyi2F5huSkQ,"['Asian Fusion', 'Chinese', 'Restaurants']"
wWOZWs_ccPkHo6wTr36S9Q,"['Chinese', 'Restaurants']"
Lom8K4ZK5LIlRe2ZO90s9w,"['Chinese', 'Restaurants']"
08eBj_o6oTncJR0ylM8qSg,"['Fast Food', 'Asian Fusion', 'Chinese', 'Restaurants']"
pj0vl4DIlDCChe80Df40Yw,"['Chinese', 'Restaurants']"
0ZPJm9g-xcKh_EpofgWVCA,"['Chinese', 'Restaurants']"
C6sCJIY6TFOdfTU_aazGhw,"['Chinese', 'Restaurants']"
aLZoFhOmDtonrWJzUzh8TA,"['Korean', 'Thai', 'Chinese', 'Restaurants']"
d7ChdJOIon7ABnXXfSwprg,"['Fast Food', 'Chinese', 'Restaurants']"
rI_EclfOF4FVBT-mlZQxGg,"['Chinese', 'Restaurants']"
TogZcumdxrrixH_RKf8SiA,"['Noodles', 'Taiwanese', 'Chinese', 'Restaurants']"
jt3P4vjcYL0_YbYijKN3Lg,"['Fast Food', 'Chinese', 'Restaurants']"
w2Z7GJjCYVL6JKJEQ9UgYw,"['Chinese', 'Restaurants']"
Dz7swOgFook-L89Y_M-aQA,"['Szechuan', 'Asian Fusion', 'Japanese', 'Chinese', 'Restaurants']"
8QLxPr5UaeuZrTMYulGzdQ,"['Fast Food', 'Chinese', 'Restaurants']"
EqA_0-n-OFg86hdyYm65rw,"['Chinese', 'Restaurants']"
TLGCA3EQW_12ndci12dQWw,"['Thai', 'Chinese', 'Restaurants']"
M4w8vTC5D_1l4xv9ejB_4g,"['Food', 'Ethnic Food', 'Restaurants', 'Chinese', 'Specialty Food']"
3V0W5s4rqjAlwEQvx2VQLQ,"['Food', 'Ethnic Food', 'Restaurants', 'Chinese', 'Specialty Food']"
hLtb57TXKmBWegOCTrDzyA,"['Chinese', 'Restaurants']"
t7fOnFBXhAuG74hwQ5G17Q,"['Fast Food', 'Chinese', 'Restaurants']"
zBq9sxQ1lfhqufowqt35yw,"['Chinese', 'Restaurants']"
nKZGZElAoCOII17e2xpXDA,"['Chinese', 'Restaurants']"
B-WxQYb3A9SKyGm2aqk9tg,"['Chinese', 'Restaurants']"
xAArbabj2BbaICPR8mz7fg,"['Chinese', 'Restaurants']"
hETWXaasUEnNug2tkX97XA,"['Chinese', 'Restaurants']"
2Dbg35sPSGmZGcbBVNa9dA,"['Thai', 'Vegetarian', 'Chinese', 'Restaurants']"
3uhvCZnMzRcV7Cg-BDLkfA,"['Chinese', 'Restaurants']"
iKbsLt6UtXoU4GDprcSaTA,"['Chinese', 'Restaurants']"
OcV4yRcc82e2AszHVeTcqw,"['Chinese', 'Restaurants']"
KT5ikxSm5wRuQG-f7wiCsQ,"['Chinese', 'Restaurants']"
HxKjFG_rqdZzeFYnod6N4w,"['Fast Food', 'Chinese', 'Restaurants']"
XTxxHyPXDemprLQmuWDBdg,"['Chinese', 'Restaurants']"
uxOS4S91Vq9pnyo2Up1Zjg,"['Buffets', 'Chinese', 'Restaurants']"
jsortSnJ4WQVoH5y5Nkq0g,"['Chinese', 'Restaurants']"
1ldDbggHHgPlj3k0SpBTKQ,"['Barbeque', 'Chinese', 'Restaurants']"
Ig3DGhlTDFCTfMzqGF49Og,"['Chinese', 'Restaurants']"
Yg8MUhgNMKlad3Pm_4Oxow,"['Chinese', 'Restaurants']"
KnlNwiIELDWAR686Bk2WJg,"['Chinese', 'Restaurants']"
7z5bX5vJRjlUoeldVgUABA,"['Chinese', 'Restaurants']"
gPW4_y2jomYXZ-38SXRO9w,"['Chinese', 'Restaurants']"
B_Kn-edrGVtv3rouoZZo_Q,"['Chinese', 'Restaurants']"
6AHfkdtpx7yLOFetI38gHQ,"['Chinese', 'Restaurants']"
Cota2ttLUjoKhFU6ukYqSA,"['Food', 'Bubble Tea', 'Taiwanese', 'Chinese', 'Restaurants']"
S_tTop2PY4VvDw65fMy7KA,"['Vietnamese', 'Chinese', 'Restaurants']"
t7YbucHTf5N3NkUih-q4IA,"['Chinese', 'Restaurants']"
oS8MRbCJcOVFUAqORLL9BA,"['Fast Food', 'Chinese', 'Restaurants']"
30Wzq2Yjcnt8IGZteNOmEQ,"['Chinese', 'Restaurants']"
YU6vNlllSsoQgb8d5XXOCA,"['Chinese', 'Restaurants']"
78H9p2AzeUmLnQsDXYMQpA,"['Chinese', 'Restaurants']"
lMXAodHdwDSZpXScds0Qag,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
_ZGPu2iKQSfmQ8l8lYN9bQ,"['Chinese', 'Restaurants']"
EBtQP_e-9kt5jjQfm6RBGw,"['Chinese', 'Restaurants']"
nW_1gn19lMnS9IF1KlZ-aA,"['Chinese', 'Restaurants']"
DKhCFh-eJV-kDjRVj0491g,"['Chinese', 'Restaurants']"
PpBig3Nf7kMf5aC0HmOX1A,"['Chinese', 'Restaurants']"
8ZHlBxTaIWuErGpGsOoeHw,"['Taiwanese', 'Chinese', 'Restaurants']"
_j4jCjlnuUnsvq1UnfF1Ag,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
c2ZluDaHbes0-ZgvZyurBw,"['Chinese', 'Restaurants']"
DqzyOJTJXu0Iwi8og5DJDA,"['Thai', 'Chinese', 'Restaurants']"
Ms8ahuHgzlnuUjFD2znGpg,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
myck1Tde_kSBGZWtS3IcHA,"['Dim Sum', 'Bars', 'Chinese', 'Nightlife', 'Restaurants', 'Pizza']"
g4cydNKVT-W3WCu4A67y1w,"['Chinese', 'Restaurants']"
S6Yknt3RNREcfzpOJ0unJg,"['Chinese', 'Restaurants']"
XpMuthSVu0Pph3kau7qT8A,"['Buffets', 'Chinese', 'Restaurants']"
W-Wl0bCoetWp4f98DJ7iiA,"['Thai', 'Vietnamese', 'Chinese', 'Restaurants']"
4Cjf5Q94Rf1o2P-X70BFwg,"['Food', 'Specialty Food', 'Meat Shops', 'Chinese', 'Restaurants']"
SXKSfLeqNDBLEJAAxjLdbA,"['Sushi Bars', 'Diners', 'Chinese', 'Restaurants']"
phKPw5YMDur-Ssm_5S9Mag,"['Chinese', 'Restaurants']"
8wrGl5E16vtCdznIHzVs6A,"['Dim Sum', 'Chinese', 'Restaurants']"
KhSGkyxwSuTBS80BU5eVVA,"['Asian Fusion', 'Chinese', 'Restaurants']"
7J9er8d9BrRJ3odyh5D12w,"['Chinese', 'Restaurants']"
E7aMofC6KrCw3cFIcza30g,"['Chinese', 'Restaurants']"
TfvWSIAMFZ9zI3y2-K6wOA,"['Chinese', 'Restaurants']"
ZPDXRL9b5sIl-84p6AdNAA,"['Chinese', 'Restaurants']"
08Ub8lhLx1XocCxSGa7EmQ,"['Sushi Bars', 'Chinese', 'Restaurants']"
Ytjlk3q1UQtjM-r6pJ06zg,"['Chinese', 'Restaurants']"
kBsvcoIvoK_M2BIs89xKZg,"['Chinese', 'Restaurants']"
ry0eFMXf247iBv2_CrWbSw,"['Seafood', 'Chicken Wings', 'Chinese', 'Restaurants']"
HibY2EcXQhd4_JK_E_RX-Q,"['Chinese', 'Restaurants']"
UHYxPlfmPLbEftz3Ntnfcg,"['Chinese', 'Restaurants']"
BnVJmCTNrO8ZtbC1vkv9Zg,"['Chinese', 'Restaurants']"
wl-7A4jC0f27MOEmW-XTbQ,"['Chinese', 'Restaurants']"
upQpcnTaJXNV5Gh3DN6TBg,"['Asian Fusion', 'Sushi Bars', 'Chinese', 'Restaurants']"
QiTjW1KT-pD5BKx9yYD85Q,"['Shanghainese', 'Dim Sum', 'Chinese', 'Restaurants']"
mhuiV0Q3wDZH7VYtcpuYgw,"['Fast Food', 'Chinese', 'Restaurants']"
stH6XAn2Drzol1H5oGvL2A,"['Chinese', 'Restaurants']"
BicQSnGZnY_yuGEDkhVfnA,"['Asian Fusion', 'Chinese', 'Restaurants']"
2XU8BqJ81UxQn8SOi01R8g,"['Dim Sum', 'Chinese', 'Restaurants']"
z7jeSqq9CEP89mw6aEWcOw,"['Dim Sum', 'Chinese', 'Restaurants']"
SEAGuzHqB1tgKZGzWiLBLg,"['Buffets', 'Chinese', 'Restaurants']"
EfbKXRj9PA1FCfU575bFnQ,"['Chinese', 'Restaurants']"
nvKJkUIkGGtPiX6FSH8g7Q,"['Chinese', 'Restaurants']"
O-FIwYMrM2U1ePPh0NmEBw,"['Szechuan', 'Chinese', 'Restaurants']"
wAs-stW0HP6OXVXdpawnBQ,"['Vietnamese', 'Chinese', 'Restaurants']"
3trWuWYn8gv3bieAXrBToQ,"['Fast Food', 'Chinese', 'Restaurants']"
CICu2tclxRB7JgW_I2a8rQ,"['Chinese', 'Restaurants']"
BidMkfj2tTrt7mpBgjtYbA,"['Chinese', 'Restaurants']"
6PuVFIL1rF5E-qu0Wq-Gug,"['Sushi Bars', 'Japanese', 'Chinese', 'Restaurants']"
5Fwwfw20IbIFWzVyAukZJw,"['Chinese', 'Restaurants']"
8kjah2TxHpRsGPy_EvBBRA,"['Fast Food', 'Chinese', 'Restaurants']"
I3KRHQvoLB6O_MZ2-UpynQ,"['Seafood', 'Chinese', 'Restaurants']"
Za1AyC9JXMQsfmkg9k_-Gw,"['Fast Food', 'Chinese', 'Restaurants']"
O7QQ_ThdvSWx0lR3CTRLOA,"['Chinese', 'Restaurants']"
z0QwZm0lEAQVWY1TitLbVA,"['Fast Food', 'Chinese', 'Restaurants']"
KzZ5Zww9W0IBWm5S2loUmQ,"['Chinese', 'Restaurants']"
JxhSLFM7l0l2FYZs1ezf4A,"['Seafood', 'Fast Food', 'Chinese', 'Restaurants']"
aJMhN4fdsARaJCw-dGvNGw,"['Korean', 'Fish & Chips', 'Chinese', 'Restaurants']"
AKcRTgMY3ETvie7KAsx9ww,"['Chinese', 'Restaurants']"
fHX3KZeGHdobo-lxEeFdLA,"['Chinese', 'Restaurants']"
XUEj97AWspb7Ub1Uo3kazQ,"['Soup', 'Vietnamese', 'Chinese', 'Restaurants']"
f0Pu46xqZJnnuGuqnWOmOA,"['Chinese', 'Restaurants']"
rt20ZJn4lY6e7cUQ41yPkg,"['Chinese', 'Restaurants']"
jbPhu6e3lIkfT0sCMrlL2w,"['Chinese', 'Restaurants']"
436HzbOivpoGJ3RlXA783Q,"['Chinese', 'Restaurants']"
t6lvhOMRI0_AJrEqA7cd3g,"['Chinese', 'Restaurants']"
OzjOCoWcu1sz_dpavzOVUw,"['Chinese', 'Restaurants']"
XK5hwOMD3M-cjGVBsEmrIw,"['Sushi Bars', 'Chinese', 'Restaurants']"
DFKkQ71XGVZM9td9bBuqbQ,"['Chinese', 'Barbeque', 'Restaurants']"
Bc5bgPG1MlTc75G0A-_7fg,"['Delis', 'Fast Food', 'Chinese', 'Restaurants']"
Qgp_J83d5e_V9v1ETP0ZHw,"['Chinese', 'Restaurants']"
QJKgasW7rzfMVAy6T7V-OQ,"['Fast Food', 'Szechuan', 'Chinese', 'Restaurants']"
lSttZdhVDsfPIXvjgq12ig,"['Chinese', 'Restaurants']"
GztbyNjdkWof8syAomhHPw,"['Dim Sum', 'Chinese', 'Restaurants']"
OuJGFGLGEIhtNdZ1LhZHpw,"['Chinese', 'Restaurants']"
kiXE579k_sP6XCj_XUJc4g,"['Chinese', 'Restaurants']"
JDDeaNfb0JXD1NbznSIC9g,"['Gluten-Free', 'Asian Fusion', 'Chinese', 'Restaurants']"
